OBJECTID,CODI_AJB,CODI_INE,GRUP_TVIA,T_Via,Desc_Via,N_Carrer,N_CarrerC,N_CarrerC2,NOM_indexOnomastic,DATA_APROV,NOTES_DATA,ParaulaClau_1,ParaulaClau_2,ParaulaClau_3,PAGINA_WIKIPEDIA,BIOGRAFIA_CAT,PAGINA_WIKIPEDIA2
3964,701003,05328,ESPAIS VERDS,Jard,Jardins,Olga Sacharoff,Jard d'Olga Sacharoff,Jardins Olga Sacharoff,"Sacharoff, Olga Nicolaievna",17/10/1994,,Ésser viu,Dona,Pintura,,"Olga Nicolaievna Sacharoff (Tiflis, 1889 - Barcelona, 1967). Pintora i il·lustradora. Residí a Barcelona des de l'any 1916. Formà part dels corrents avantguardistes a Catalunya: primer de caire cubista i després influenciada per Modigliani i per Rousseau. La seva obra es caracteritza per la ingenuïtat i la tendresa. Rebé la Medalla d'Or de la Ciutat de Barcelona.",
3965,701004,05329,ESPAIS VERDS,Jard,Jardins,Blanca Selva i Henry,Jard de Blanca Selva i Henry,Jardins Blanca Selva i Henry,"Selva i Henry, Blanca",17/10/1994,,Ésser viu,Dona,Música,https://ca.wikipedia.org/wiki/Blanca_Selva_i_Henry,"Blanca Selva i Henry (Briva, 1884 - Sant Amand Tallende, 1942). Pianista, pedagoga i musicòloga.",https://ca.wikipedia.org/wiki/Blanca_Selva_i_Henry
3968,701027,05352,CARRERS,C,Carrer,George R. Collins,C de George R. Collins,Carrer George R. Collins,"Collins, George Roseborough",24/04/1998,,Ésser viu,Home,Història,,"George Roseborough Collins (Massachusetts, 1917 - 1993). Historiador de l'art. Fou professor d'història de l'art a la Universitat de Colúmbia (Nova York). S'especialitzà en arquitectura moderna i en art hispànic. Dirigí importants estudis sobre Gaudí, Gustavino i diversos arquitectes i urbanistes catalans al Catalan Archive of Art and Architecture. Fou president d'Amics de Gaudí, als Estats Units, i creà, a Nova York, el Catalan Art Institute. Va publicar: Antoni Gaudí (1960), en anglès; Arturo Soria y la Ciudad Lineal (1968); nombrosos estudis sobre Gaudí, i l'estudi de l'aplicació de la volta catalana als Estats Units. Fou nomenat acadèmic corresponent a la llavors Universitat Politècnica de Barcelona el 1977.",
3970,701043,05368,PLACES,Pl,Plaça,Artur Martorell,Pl d'Artur Martorell,Plaça Artur Martorell,"Martorell i Bisbal, Artur",24/10/1994,,Ésser viu,Home,Educació,https://ca.wikipedia.org/wiki/Artur_Martorell_i_Bisbal,"Artur Martorell i Bisbal (Barcelona, 1894 - 1967). Pedagog. Director de les escoles del Patronat Domènec de Gràcia i professor a les escoles del CADCI i a l'Escola Normal de la Generalitat. Assessor tècnic de l'Ajuntament i director de l'Institut Municipal d'Educació.",https://ca.wikipedia.org/wiki/Artur_Martorell_i_Bisbal
3971,701044,05369,PLACES,Pl,Plaça,Manuel Ainaud,Pl de Manuel Ainaud,Plaça Manuel Ainaud,"Ainaud i Sànchez, Manuel",24/10/1994,,Ésser viu,Home,Educació,,"Manuel Ainaud i Sànchez (Barcelona, 1885 - 1931). Artista, dibuixant i pedagog. Professor de dibuix a l'Escola Horaciana i director del Col·legi Mont d'Or. President de l'Ateneu Enciclopèdic Popular i assessor tècnic de la Comissió de Cultura de l'Ajuntament de Barcelona. Creador de diverses escoles de prestigi internacional. Ideà el Patronat Escolar de l'Ajuntament.",
3972,701045,05370,CARRERS,C,Carrer,Josep Estalella,C de Josep Estalella,Carrer Josep Estalella,"Estalella i Graells, Josep",24/10/1994,,Ésser viu,Home,Ciència,https://ca.wikipedia.org/wiki/Josep_Estalella_i_Graells,"Josep Estalella i Graells (Vilafranca del Penedès, 1879 - Barcelona, 1938). Físic i químic. Professor de la Universitat de Barcelona i catedràtic als instituts de Girona, Tarragona i Barcelona. Fou president de la Societat Catalana de Ciències Físiques, Químiques i Matemàtiques. Com a pedagog, va deixar escrits llibres de text, treballs i traduccions.",https://ca.wikipedia.org/wiki/Josep_Estalella_i_Graells
3973,701046,05371,PLACES,Pl,Plaça,Fernando de los Ríos,Pl de Fernando de los Ríos,Plaça Fernando de los Ríos,"Ríos Urrutia, Fernando de los",24/10/1994,,Ésser viu,Home,Política,,"Fernando de los Ríos Urrutia (Ronda, 1879 - Nova York, 1949). Polític socialista i escriptor. Membre del govern provisional de la República. Fou, successivament, ministre d'Instrucció Pública, d'Estat i ambaixador a Washington durant la Guerra Civil.",
3974,701047,05372,CARRERS,C,Carrer,Àngels Garriga,C d'Àngels Garriga,Carrer Àngels Garriga,"Garriga i Martín, Àngels",24/10/1994,,Ésser viu,Dona,Educació,https://ca.wikipedia.org/wiki/Àngels_Garriga_i_Martín,"Àngels Garriga i Martín (Sant Vicenç de Calders, 1898 - Barcelona, 1967). Mestra i escriptora.",https://ca.wikipedia.org/wiki/Àngels_Garriga_i_Martín
3975,701048,05373,CARRERS,C,Carrer,Fèlix Martí Alpera,C de Fèlix Martí Alpera,Carrer Fèlix Martí Alpera,"Martí Alpera, Fèlix",24/10/1994,,Ésser viu,Home,Educació,,"Fèlix Martí Alpera (el Cabanyal, 1875 - Barcelona, 1946). Pedagog.",
3976,701053,05378,ESPAIS VERDS,Jard,Jardins,Marcos Redondo,Jard de Marcos Redondo,Jardins Marcos Redondo,"Redondo Valencia, Marcos",02/02/1995,,Ésser viu,Home,Música,https://ca.wikipedia.org/wiki/Marcos_Redondo_Valencia,"Marcos Redondo Valencia (Pozoblanco, 1893 - Barcelona, 1976). Baríton. Debutà amb La Traviata al Gran Teatre de Madrid l'any 1919. El 1923 debutà al Liceu de Barcelona amb Manon Lescaut. Establert a Barcelona, abandonà l'òpera i es dedicà a la sarsuela, gènere en el qual debutà l'any 1924 al Teatre Novetats. Tingué molt d'èxit a Espanya i l'Amèrica Llatina.",https://ca.wikipedia.org/wiki/Marcos_Redondo_Valencia
3977,701059,05384,ESPAIS VERDS,Jard,Jardins,Juan Ponce,Jard de Juan Ponce,Jardins Juan Ponce,"Ponce Perujo, Juan",27/06/1994,,Ésser viu,Home,Associacionisme,,"Juan Ponce Perujo (Cuevas del Becerro, 1905 - 1989). En jubilar-se, va tenir una activitat molt destacada a l'Associació de Veïns del Carmel.",
3981,701068,05393,CARRERS,C,Carrer,Vila Arrufat,C de Vila Arrufat,Carrer Vila Arrufat,"Vila i Arrufat, Antoni",20/03/1995,,Ésser viu,Home,Pintura,https://ca.wikipedia.org/wiki/Antoni_Vila_i_Arrufat,"Antoni Vila i Arrufat (Sabadell, 1894 - Barcelona, 1989). Pintor. Conreà la pintura mural des del 1925. Fou catedràtic de gravat a l'Escola Superior de Belles Arts de Sant Jordi de Barcelona; acadèmic de Sant Jordi, i corresponent de San Fernando. El 1954, exposà individualment a Buenos Aires i a Rosario. Decorà la Sala de la Ciutat de l'Ajuntament de Barcelona.",https://ca.wikipedia.org/wiki/Antoni_Vila_i_Arrufat
3982,701069,05394,ESPAIS VERDS,Jard,Jardins,Frederica Montseny,Jard de Frederica Montseny,Jardins Frederica Montseny,"Montseny i Mañé, Frederica",21/07/1998,,Ésser viu,Dona,Política,https://ca.wikipedia.org/wiki/Frederica_Montseny_i_Mañé,"Frederica Montseny i Mañé (Madrid, 1905 - 1994). Anarquista. De jove començà a escriure sobre temes literaris, filosòfics i feministes. Ingressà al Sindicat de Professions Liberals de la CNT (1931 - 1933) i a la FAI (1933). Fou membre del Comitè Regional de la CNT de Catalunya (1936) i ministra de Sanitat (1936 - 1937). Aturà a Barcelona els Fets de Maig de 1937 i sofrí un atemptat. Les seves idees es recullen a El anarquismo militante y la realidad española (1937), La Commune de París y la revolución española (1937), entre altres llibres. Durant l'exili a Tolosa de Llenguadoc, va escriure Mujeres en la cárcel (1949), Cien días de la vida de una mujer (1949), Heroínas (1964), etc.",https://ca.wikipedia.org/wiki/Frederica_Montseny_i_Mañé
3983,701070,05395,PLACES,Pl,Plaça,José Sánchez Ríos,Pl de José Sánchez Ríos,Plaça José Sánchez Ríos,"Sánchez Ríos, José",10/03/1995,,Ésser viu,Home,Professió,,"José Sánchez Ríos (Alcalá de los Gazules, 1941 - Barcelona, 1990). Obrer metal·lúrgic de SEAT.",
3984,701071,05396,PLACES,Pl,Plaça,George Orwell,Pl de George Orwell,Plaça George Orwell,"Blair, Eric Arthur",11/06/1996,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Eric_Arthur_Blair,"Eric Arthur Blair (Motihari, 1903 - Londres, 1950). Novel·lista i assagista conegut amb el nom de George Orwell. L'any 1936 participà en la Guerra Civil espanyola al costat del POUM. Posteriorment, narrà aquest fet en el llibre Homage to Catalonia. La seva millor obra és l'al·legoria política Animal Farm (traduïda al català, La revolta dels animals).",https://ca.wikipedia.org/wiki/Eric_Arthur_Blair
3987,701075,05400,ESPAIS VERDS,Jard,Jardins,Clara Campoamor,Jard de Clara Campoamor,Jardins Clara Campoamor,"Campoamor i Rodríguez, Clara",27/07/1994,,Ésser viu,Dona,Política,https://ca.wikipedia.org/wiki/Clara_Campoamor_i_Rodríguez,"Clara Campoamor i Rodríguez (Madrid, 1888 - Lausana, 1972). Política, jurista i escriptora. Diputada pel Partit Radical a les Corts constituents (1931 - 1933). Defensà el dret de vot per a les dones.",https://ca.wikipedia.org/wiki/Clara_Campoamor_i_Rodríguez
3988,701076,05402,ESPAIS VERDS,Jard,Jardins,Ferran Soldevila,Jard de Ferran Soldevila,Jardins Ferran Soldevila,"Soldevila i Zubiburu, Ferran",27/07/1994,,Ésser viu,Home,Història,https://ca.wikipedia.org/wiki/Ferran_Soldevila_i_Zubiburu,"Ferran Soldevila i Zubiburu (Barcelona, 1894 - 1971). Historiador, escriptor i arxiver. Professor d'història de Catalunya a l'Escola de Bibliotecàries i a la Universitat Autònoma, i catedràtic als Estudis Universitaris Catalans. Membre de l'Institut d'Estudis Catalans i de l'Acadèmia de Bones Lletres.",https://ca.wikipedia.org/wiki/Ferran_Soldevila_i_Zubiburu
3989,701077,05403,CARRERS,C,Carrer,Pau Romeva,C de Pau Romeva,Carrer Pau Romeva,"Romeva i Ferrer, Pau",27/06/1994,,Ésser viu,Home,Política,https://ca.wikipedia.org/wiki/Pau_Romeva_i_Ferrer,"Pau Romeva i Ferrer (Barcelona, 1892 - 1968). Pedagog, polític i escriptor conegut amb el pseudònim de Rocatallada. Director del grup escolar Ausiàs Marc (1931), diputat al Parlament de Catalunya (1932) i un dels fundadors d'Unió Democràtica de Catalunya.",https://ca.wikipedia.org/wiki/Pau_Romeva_i_Ferrer
3990,701078,05404,PLACES,Pl,Plaça,Martí Llauradó,Pl de Martí Llauradó,Plaça Martí Llauradó,"Llauradó i Mariscot, Martí",27/06/1994,,Ésser viu,Home,Escultura,https://ca.wikipedia.org/wiki/Martí_Llauradó_i_Mariscot,"Martí Llauradó i Mariscot (Barcelona, 1903 - 1957). Escultor. Figura destacada de la generació jove del postnoucentisme. Fou professor a l'Institut Escola de la Generalitat. Guanyà una primera medalla a l'Exposició Nacional de Madrid (1934).",https://ca.wikipedia.org/wiki/Martí_Llauradó_i_Mariscot
3991,701079,05405,PLACES,Pl,Plaça,Jacint Reventós,Pl de Jacint Reventós,Plaça Jacint Reventós,"Reventós i Bordoy, Jacint",10/03/1995,,Ésser viu,Home,Medicina,https://ca.wikipedia.org/wiki/Jacint_Reventós_i_Bordoy,"Jacint Reventós i Bordoy (Barcelona, 1883 - 1968). Metge. Professor de tisiologia de la Universitat Autònoma de Barcelona, el 1933. Fou director i cofundador de l'Associació de Patologia Respiratòria de l'Acadèmia de Ciències Mèdiques. Exercí a l'Hospital Clínic i a l'Hospital de Sant Pau, el qual dirigí des del 1939.",https://ca.wikipedia.org/wiki/Jacint_Reventós_i_Bordoy
3993,701088,05414,PLACES,Pl,Plaça,Conxita Badia,Pl de Conxita Badia,Plaça Conxita Badia,"Badia i Millàs, Concepció",24/10/1994,,Ésser viu,Dona,Música,https://ca.wikipedia.org/wiki/Concepció_Badia_i_Millàs,Concepció Badia i Millàs (1897 - 1975). Soprano. Professora de cant al Conservatori Superior de Música de Barcelona. Destacà en el lied. Fou deixebla i intèrpret d'Enric Granados.,https://ca.wikipedia.org/wiki/Concepció_Badia_i_Millàs
3994,701089,05415,CARRERS,Ptge,Passatge,Josep Ricart i Giralt,Ptge de Josep Ricart i Giralt,Passatge Josep Ricart i Giralt,"Ricart i Giralt, Josep",18/11/1996,,Ésser viu,Home,Ciència,https://ca.wikipedia.org/wiki/Josep_Ricart_i_Giralt,"Josep Ricart i Giralt (Barcelona, 1847 - 1930). Marí, científic, escriptor i publicista. Director de l'Escola de Nàutica (1900). El 1876 fundà a Barcelona un observatori astronòmic per als cronòmetres de la marina. El 1888 fou conseller delegat oficial i jurat de l'Exposició Universal de Barcelona. Des de 1898 fou tècnic de la Junta de Museus i Parc Zoològic. Rebé molts guardons i medalles, i ocupà nombrosos càrrecs en les associacions científiques més prestigioses de l'època. Va pertànyer a l'Associació Catalanista d'Excursions Científiques i a la d'Excursions Catalanes. Col·laborador del diari català La Renaixença, on publicava diàriament la secció anomenada «Servei d'Informacions Meteorològiques i Astronòmiques».",https://ca.wikipedia.org/wiki/Josep_Ricart_i_Giralt
3997,701100,05426,ESPAIS VERDS,Jard,Jardins,Dolors Aleu,Jard de Dolors Aleu,Jardins Dolors Aleu,"Aleu i Riera, Dolors",17/10/1994,,Ésser viu,Dona,Medicina,https://ca.wikipedia.org/wiki/Dolors_Aleu_i_Riera,"Dolors Aleu i Riera (Barcelona, 1857 - 1913). Metgessa. La primera dona que va obtenir el títol de metgessa a l'Estat espanyol juntament amb Elena Maseras. Especialista en ginecologia i medicina infantil durant més de vint-i-cinc anys. Exercí de metgessa a la Casa de Caritat de Barcelona i tenia el consultori a la rambla de Catalunya i, més tard, a la Torre Aleu.",https://ca.wikipedia.org/wiki/Dolors_Aleu_i_Riera
3998,701103,05429,PLACES,Pl,Plaça,Alfonso Comín,Pl d'Alfonso Comín,Plaça Alfonso Comín,"Comín i Ros, Alfonso Carlos",04/11/1994,,Ésser viu,Home,Ciència,,"Alfonso Carlos Comín i Ros (Saragossa, 1930 - Barcelona, 1980). Enginyer industrial, sociòleg i publicista. Militant del moviment catòlic d'apostolat seglar.",
4003,701108,05434,PLACES,Pl,Plaça,Pere Falqués,Pl de Pere Falqués,Plaça Pere Falqués,"Falqués i Urpí, Pere",20/06/1994,,Ésser viu,Home,Arquitectura,https://ca.wikipedia.org/wiki/Pere_Falqués_i_Urpí,"Pere Falqués i Urpí (Barcelona, 1850 - 1916). Arquitecte municipal en cap (1889). Autor de dos palaus de l'Exposició Universal de Barcelona (1888). President de l'Associació d'Arquitectes de Catalunya (1899 - 1900).",https://ca.wikipedia.org/wiki/Pere_Falqués_i_Urpí
4004,701109,05435,PLACES,Pl,Plaça,Julio González,Pl de Julio González,Plaça Julio González,"González i Pellicer, Juli",28/08/1996,,Ésser viu,Home,Escultura,https://ca.wikipedia.org/wiki/Juli_González_i_Pellicer,"Julio González i Pellicer (Barcelona, 1876 - Arcueil, 1942). Escultor. Aprengué forja i orfebreria al taller del seu pare, Concordi González. Es traslladà a París i treballà com a obrer a la secció de soldadura autògena de la Renault (1918). L'any 1927 començà a treballar l'escultura de metall amb planxa de ferro retallada. Rebé influències de Pau Gargallo, Brancusi, Magnelli i Picasso. Les seves obres estan exposades en els principals museus del món.",https://ca.wikipedia.org/wiki/Juli_González_i_Pellicer
4005,701111,05437,CARRERS,Ptge,Passatge,Amadeu Bagués,Ptge d'Amadeu Bagués,Passatge Amadeu Bagués,"Bagués i Cerqueda, Amadeu",11/07/1994,,Ésser viu,Home,Arts Plàstiques,,"Amadeu Bagués i Cerqueda (Barcelona, 1905 - 1981). Joier. President de Barna Centre, de l'Associació de Veïns i Comerciants del Carrer de Sant Pau, del Gremi de Joieria i de la Federació de Joiers i Rellotgers. Impulsor i president d'Amics de la Rambla.",
4006,701112,05438,PLACES,Pl,Plaça,André Malraux,Pl d'André Malraux,Plaça André Malraux,"Malraux, André",11/07/1994,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/André_Malraux,"André Malraux (París, 1901 - Créteil, 1976). Escriptor i polític. Premi Goncourt. Participà en la Guerra Civil espanyola, fou membre de la Resistència francesa i ministre amb De Gaulle.",https://ca.wikipedia.org/wiki/André_Malraux
4007,701113,05439,ESPAIS VERDS,Jard,Jardins,Doctor Castelló,Jard del Doctor Castelló,Jardins Doctor Castelló,"Castelló i Ginestar, Pere",11/07/1994,,Ésser viu,Home,Medicina,,"Pere Castelló i Ginestar (Guissona, 1771 - Madrid, 1850). Metge militar i cirurgià de la família reial. Rebé el títol de marquès de la Salut (1846).",
4008,701118,05444,PLACES,Plta,Placeta,Rafaela Serrano,Plta de Rafaela Serrano,Placeta Rafaela Serrano,"Serrano Ruiz, Rafaela",17/07/2006,,Ésser viu,Dona,Associacionisme,,"Rafaela Serrano Ruiz (Alcalá de la Real, 1937 - Barcelona, 1997). Era disminuïda física i es va dedicar a l'assistència social de malalts i persones amb disminució. Ingressà a la Legió de Maria de la parròquia de Nostra Senyora de la Pau; més tard, a la Fraternitat Catòlica de Malalts, moviment que li permeté desenvolupar-se com una persona sense problemes físics. Estengué aquest moviment a Andalusia. En tornar a Catalunya, va impulsar la construcció d'una casa de vacances totalment adaptada a Castelldefels, així com la Llar de la Fraternitat al carrer Ciutat de Mallorca. Es vinculà a l'Associació de Veïns Porta i fundà l'associació MATA (Minusvàlids Associats per al Transport Adaptat).",
4013,701133,05459,PLACES,Pl,Plaça,Mossèn Joan Cortinas,Pl de Mossèn Joan Cortinas,Plaça Mossèn Joan Cortinas,"Cortinas i Guinart, Joan",06/05/1996,,Ésser viu,Home,Religió,,"Joan Cortinas i Guinart (Santa Coloma de Gramenet, 1908 - Barcelona, 1991). Prevere conegut amb el nom de padre Botella. L'any 1940, arribà a la parròquia del Bon Pastor i va convertir dues comunitats enfrontades, les Cases Barates i les barriades Sanchis i Estadella, en el barri del Bon Pastor. L'any 1960, atesa la manca de places escolars, va promoure unes escoles parroquials que es van subvencionar, en part, gràcies a la recollida d'ampolles de cava buides. D'aquesta manera, començà l'obra del padre Botella.",
4014,701135,05461,PLACES,Pl,Plaça,Álvaro Cunqueiro,Pl d'Álvaro Cunqueiro,Plaça Álvaro Cunqueiro,"Cunqueiro Mora, Álvaro",17/10/1994,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Álvaro_Cunqueiro_Mora,"Álvaro Cunqueiro Mora (Mondoñedo, 1911 - Vigo, 1981). Escriptor. Inicià la seva obra dins el corrent superrealista i més tard s'incorporà al neotrobadorisme. Després de la guerra publicà periodisme en castellà i escriví els primers llibres en prosa. Col·laborà de manera decisiva en la restauració cultural gallega. Guanyà el premi Nadal de literatura de 1968.",https://ca.wikipedia.org/wiki/Álvaro_Cunqueiro_Mora
4015,701138,05464,PLACES,Pl,Plaça,Sant Galdric,Pl de Sant Galdric,Plaça Sant Galdric,Galderic,04/11/1994,,Ésser viu,Home,Religió,https://ca.wikipedia.org/wiki/Galderic,Sant Galderic (segle IX). Patró històric dels pagesos catalans. Ingressà en l'orde de Sant Benet i defensà la pagesia de la pressió i el maltractament que rebia dels senyors feudals de l'època. Fou canonitzat l'any 990.,https://ca.wikipedia.org/wiki/Galderic
4018,701141,05467,ESPAIS VERDS,Jard,Jardins,Sebastià Gasch,Jard de Sebastià Gasch,Jardins Sebastià Gasch,"Gasch i Carreras, Sebastià",04/11/1994,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Sebastià_Gasch_i_Carreras,"Sebastià Gasch i Carreras (Barcelona, 1897 - 1980). Escriptor i crític d'art. Era membre del Cercle Artístic de Sant Lluc, on conegué el pintor Joan Miró. L'any 1925 inicià la seva activitat com a crític d'art i col·laborà amb la Gaseta de les Arts, D'ací i d'Allà i L'Amic de les Arts. L'any 1928 signà el Manifest Groc, juntament amb Salvador Dalí i Lluís Montanyà. S'exilià a França el 1939 i no en tornà fins al 1942. Era aficionat al circ, raó per la qual estudià a fons aquest espectacle i escriví nombrosos llibres sobre el tema. Fou membre fundador i delegat a Espanya de l'Associació d'Historiadors del Circ de París i fou per això que el Govern francès el condecorà amb les Palmes Acadèmiques. També fou membre d'honor de la Societat Espanyola d'Il·lusionisme. Publicà nombrosos llibres sobre les belles arts i el music-hall.",https://ca.wikipedia.org/wiki/Sebastià_Gasch_i_Carreras
4019,701142,05468,PLACES,Pl,Plaça,Teresa Claramunt,Pl de Teresa Claramunt,Plaça Teresa Claramunt,"Claramunt i Creus, Teresa",02/02/1995,,Ésser viu,Dona,Política,https://ca.wikipedia.org/wiki/Teresa_Claramunt_i_Creus,"Teresa Claramunt i Creus (Sabadell, 1862 - Barcelona, 1931). Dirigent anarcosindicalista i obrera del tèxtil que reivindicà el dret de la dona a participar en la vida política, social i econòmica, així com en la lluita sindical. Organitzà un grup anarquista a Sabadell i fundà la revista El productor. Fou empresonada diverses vegades.",https://ca.wikipedia.org/wiki/Teresa_Claramunt_i_Creus
4021,701146,05472,ESPAIS VERDS,Jard,Jardins,Cèsar Martinell,Jard de Cèsar Martinell,Jardins Cèsar Martinell,"Martinell i Brunet, Cèsar",29/05/1997,,Ésser viu,Home,Arquitectura,https://ca.wikipedia.org/wiki/Cèsar_Martinell_i_Brunet,"Cèsar Martinell i Brunet (Valls, 1888 - Barcelona, 1973). Arquitecte i historiador de l'art. El seu esperit noucentista i les ensenyances de Gaudí donaren lloc a un conjunt d'edificis agrícoles a diferents contrades de Catalunya, en especial al Camp de Tarragona. Alguns d'aquests edificis han estat declarats béns d'interès cultural. També es dedicà a la restauració de monuments. Va ser secretari de l'Associació d'Amics de l'Art Vell, degà del Col·legi d'Arquitectes i fundador del Centre d'Estudis Gaudinistes. Desenvolupà una gran tasca com a historiador de l'art i de l'arquitectura, i el seu llibre Gaudí, su vida, su teoría, su obra (1967) continua essent el llibre bàsic de la bibliografia gaudiniana.",https://ca.wikipedia.org/wiki/Cèsar_Martinell_i_Brunet
4022,701147,05473,CARRERS,C,Carrer,Joan Sales,C de Joan Sales,Carrer Joan Sales,"Sales i Vallès, Joan",10/03/1995,,Ésser viu,Home,Llengua i Literatura,https://ca.wikipedia.org/wiki/Joan_Sales_i_Vallès,"Joan Sales i Vallès (Barcelona, 1912 - 1983). Escriptor i editor. S'exilià el 1939 i residí principalment a Mèxic, on publicà amb Ferran Pol i altres autors Quaderns de l'Exili. El 1948 tornà a Barcelona i es dedicà a tasques editorials. La novel·la més important és Incerta glòria.",https://ca.wikipedia.org/wiki/Joan_Sales_i_Vallès
4023,701148,05474,CARRERS,C,Carrer,Albert Einstein,C d'Albert Einstein,Carrer Albert Einstein,"Einstein Koch, Albert",12/04/1995,,Ésser viu,Home,Ciència,,"Albert Einstein Koch (Ulm, 1879 - Princenton, 1955). Físic. Fou director de l'Institut de Física Kaiser Wilhelm i membre de l'Acadèmia Prussiana de Ciències. El 1933 s'exilià d'Alemanya als Estats Units. A Princenton, on residí, fou membre de l'Institut d'Estudis Avançats. El 1916 publicà la famosa teoria de la relativitat. Al febrer de 1923 viatjà a Barcelona invitat pels cursos monogràfics d'Alts Estudis i d'Intercanvi de la Mancomunitat i per la Universitat. L'Ajuntament li féu un homenatge al Saló de Cent. Guanyà el premi Nobel de física el 1921.",
4024,701149,05475,CARRERS,C,Carrer,Marie Curie,C de Marie Curie,Carrer Marie Curie,"Curie, Marie / Sklodowska Boguska, Manya",04/12/1995,,Ésser viu,Dona,Ciència,#N/A,"Manya Sklodowska Boguska (Varsòvia, 1867 - Sancellemoz, 1934). Física. El 1891 es traslladà a París per continuar estudis a la Sorbona. Es casà amb Pierre Curie i treballaren junts investigant en el camp de la radioactivitat. Van rebre el premi Nobel de física l'any 1903 junt amb Becquerel. A banda dels treballs compartits amb el seu marit, descobrí la radioactivitat del tori al mateix temps que ho féu l'alemany Schimdt. En morir el seu marit, ocupà la seva càtedra a la Sorbona i es convertí en la primera dona a accedir-hi. Fundà l'Institut del Radi, que va dirigir fins a la seva mort. L'any 1911 obtingué el Nobel de química per l'aïllament del radi pur.",#N/A
4025,701150,05476,PLACES,Pl,Plaça,Mercè Capsir,Pl de Mercè Capsir,Plaça Mercè Capsir,"Capsir i Vidal, Mercè",01/12/1997,,Ésser viu,Dona,Música,https://ca.wikipedia.org/wiki/Mercè_Capsir_i_Vidal,"Mercè Capsir i Vidal (Barcelona, 1899 - Suzzara, 1969). Soprano. Començà els estudis al Conservatori del Liceu de Barcelona, on debutà el 1914 amb Rigoletto, de Verdi, i el 1934 cantà El cavaller de la rosa, de Strauss, en versió catalana. Actuà als millors teatres d'Europa, Amèrica i nord d'Àfrica. Es retirà dels escenaris el 1946 per exercir com a professora de cant al Conservatori Superior Municipal de Música de Barcelona. Autora d'algunes composicions i d'una Transcripció per a cant d'unes variacions sobre un tema de Mozart.",https://ca.wikipedia.org/wiki/Mercè_Capsir_i_Vidal
4026,701152,05478,PLACES,Pl,Plaça,Joaquim Xirau i Palau,Pl de Joaquim Xirau i Palau,Plaça Joaquim Xirau i Palau,"Xirau i Palau, Joaquim",22/05/1997,,Ésser viu,Home,Filosofia,https://ca.wikipedia.org/wiki/Joaquim_Xirau_i_Palau,"Joaquim Xirau i Palau (Figueres, 1895 - Mèxic, 1946). Filòsof i pedagog. Estudià filosofia a Barcelona i es doctorà a Madrid. Completà els estudis a París. Fou catedràtic d'institut a Vigo i catedràtic de la Universitat de Saragossa. Es traslladà a Barcelona l'any 1927, on exercí fins que s'exilià a Mèxic, l'any 1939. Fou membre de la Unió Socialista de Catalunya. Escriví nombroses obres de filosofia.",https://ca.wikipedia.org/wiki/Joaquim_Xirau_i_Palau
4028,701155,05481,ESPAIS VERDS,Jard,Jardins,Doctor Comas i Llaberia,Jard del Doctor Comas i Llaberia,Jardins Doctor Comas i Llaberia,"Comas i Llaberia, Cèsar",18/07/1995,,Ésser viu,Home,Medicina,,"Cèsar Comas i Llaberia (Barcelona, 1874 - 1956). Metge radiòleg, escriptor i fotògraf. Introductor de la radiologia a Espanya. Fundà un gabinet mèdic juntament amb el seu cosí Agustí Prió, el 1898. Desenvolupà el càrrec de metge radiòleg a l'Hospital de la Santa Creu (1902), a l'Hospital de Nostra Senyora del Sagrat Cor (1903), a la Casa Provincial de Maternitat i Expòsits (1904), a l'Hospital Clínic de la Universitat de Barcelona (1908) i a la Casa Provincial de Caritat (1909). Doctor del Servei de Röntgenlogia de l'Hospital de la Santa Creu i Sant Pau. Autor de publicacions, traduccions, exposicions radiològiques i articles bibliogràfics. Com a fotògraf, destaquen els documents gràfics sobre la Barcelona de finals del segle XIX i principis del XX.",
4030,701157,05483,CARRERS,C,Carrer,Luz Casanova,C de Luz Casanova,Carrer Luz Casanova,"Rodríguez Casanova y García San Miguel, María de la Concepción Luz Agustina",08/05/1995,,Ésser viu,Dona,Religió,,"María de la Concepción Luz Agustina Rodríguez Casanova y García San Miguel (Avilés, 1873 - Madrid, 1949). Dama coneguda amb el nom de Luz Casanova. Fundadora de l'Institut de Dames Apostòliques del Sagrat Cor de Jesús, institució consagrada a l'assistència social en tots els àmbits. El 1958 s'inicià el seu procés de beatificació.",
